#gene	sample1	sample2	sample3	sample7	sample8	sample9
ZBTB39	4200	2843	11199	6989	1240	3494
TAC3	3795	3693	3152	4028	4493	2975
MYO1A	3352	606	1054	1048	1002	757
NEMP1	290	414	224	173	72	186
NAB2	209	311	155	270	99	158
STAT6	1565	1091	1021	489	633	1086
LRP1	20	33	14	8	8	8
NXPH4	2142	1516	1592	2904	928	1179
SHMT2	5707	9148	4778	3194	5202	3123
NDUFA4L2	9449	19167	8987	5673	11026	6414
STAC3	1181	2406	2321	968	2520	685
RP11-123K3.4	4219	1763	4515	4321	4466	3482
R3HDM2	145	202	160	187	63	102
INHBC	1588	2424	1168	1254	1354	1728
INHBE	25	29	70	33	72	48
GLI1	732	784	2237	1648	1179	1564
ARHGAP9	9718	16865	20849	7647	15732	7269
MARS	6277	13575	4090	4298	5476	7990
DDIT3	383	221	305	157	205	412
MBD6	693	604	591	817	708	580
DCTN2	9405	12662	17632	18708	29813	15299
KIF5A	1887	2770	3529	2551	1355	3775
PIP4K2C	19647	15821	10451	25359	4934	5218
DTX3	299	579	296	484	194	506
ARHGEF25	1407	581	853	767	791	1150
SLC26A10	945	1834	1178	843	889	1124
B4GALNT1	2197	675	1307	2047	1176	1064
OS9	2821	2227	4778	1975	2958	2013
AGAP2	515	738	527	1014	682	570
TSPAN31	5130	6855	3436	2952	3085	1955
CDK4	1551	3134	3147	4934	1721	2400
MARCH9	171	172	91	52	116	46
CYP27B1	722	554	1107	379	506	531
METTL1	8926	10089	10282	11589	1785	2918
METTL21B	9736	7668	5970	2954	4183	7636
RP11-571M6.15	2521	23704	5273	2020	8543	6728
TSFM	1602	1503	1862	848	2828	1098
AVIL	2791	3427	2327	5450	2275	2222
CTDSP2	1321	1117	1525	731	275	576
ATP23	3484	4700	2184	2876	1971	1859
LRIG3	8696	11346	5448	5435	5907	4501
SLC16A7	877	1821	2435	1435	2161	857
FAM19A2	2297	7034	5024	3147	2758	4278
USP15	34	41	73	67	34	79
MON2	557	566	686	754	648	395
PPM1H	88	167	89	138	76	62
AVPR1A	4973	4043	2773	1248	4045	2446
DPY19L2	8809	12615	7914	12254	3571	7262
TMEM5	780	852	1116	318	734	827
SRGAP1	2222	613	2030	1765	1280	1317
C12orf66	207	189	447	201	380	415
C12orf56	708	855	1404	1341	751	925
XPOT	2579	1239	1711	1127	1942	1935
TBK1	3749	7302	1191	2458	2951	3190
RASSF3	1416	2486	1237	1032	1683	1859
GNS	128	222	202	259	263	280
TBC1D30	2024	934	404	1073	984	848
WIF1	3505	1710	1994	2123	2683	1319
LEMD3	629	1053	665	973	1153	1208
MSRB3	1271	611	1206	1147	931	749
HMGA2	18211	16072	6969	9586	21273	18268
LLPH	1387	2073	2012	1613	1200	1748
RP11-745O10.4	187	619	585	301	535	406
TMBIM4	3561	1503	1778	1626	1148	477
IRAK3	1311	1461	1090	1040	1160	900
HELB	838	1207	498	1037	760	617
GRIP1	7551	17858	8985	18593	13713	9304
CAND1	808	876	664	553	548	619
DYRK2	1531	1160	1064	1136	1716	1396
IFNG	8701	8033	10208	4525	10242	6254
IL26	286	136	248	323	148	86
IL22	628	944	837	289	235	391
MDM1	3707	4132	2456	3357	5014	2384
RAP1B	3772	518	3187	1494	3066	3333
NUP107	28	37	39	19	46	17
SLC35E3	78	58	155	68	37	117
MDM2	2569	5707	4729	1100	3126	911
CPM	2779	2924	1978	1331	760	1780
CPSF6	1995	1966	1137	1904	667	933
LYZ	1800	1304	852	1002	670	828
YEATS4	1107	2008	2828	1991	1825	1851
FRS2	332	478	183	230	194	252
CCT2	433	315	81	193	265	333
LRRC10	3475	2932	2849	3182	3373	1396
BEST3	1173	1499	1567	1911	857	1024
RAB3IP	4778	2015	3581	2091	2555	3491
AC025263.3	5934	5426	4069	4821	6431	3058
MYRFL	4037	5316	2646	1999	3275	1519
CNOT2	6775	7174	4555	7606	4494	7774
AC092881.1	462	664	1134	1092	1463	1477
KCNMB4	2830	3768	2434	1405	1849	3930
PTPRB	2615	5073	3621	2638	7339	5941
PTPRR	443	310	426	118	193	147
TSPAN8	1233	698	1729	1574	1841	893
LGR5	4514	1421	3912	6927	2107	1139
ZFC3H1	1865	1313	1838	876	578	1477
THAP2	5449	3846	3816	2275	5361	7835
RP11-293I14.2	3717	2023	5360	5794	2106	3466
TMEM19	5755	6680	6139	6095	4263	4415
RAB21	146	45	64	183	102	47
TBC1D15	3240	7109	2957	4890	4614	2663
TPH2	1125	707	744	728	614	1049
TRHDE	7499	5644	4321	3925	11173	8545
ATXN7L3B	4294	4127	3404	3434	2895	2556
KCNC2	206	127	402	88	128	184
CAPS2	5205	4602	2878	1609	2279	1253
GLIPR1L1	1807	841	1147	1046	483	1772
GLIPR1L2	172	125	142	155	161	110
GLIPR1	114	144	130	205	411	78
KRR1	2010	1376	1191	1141	679	885
PHLDA1	159	209	319	161	233	106
NAP1L1	2508	2963	1249	5009	2881	3775
BBS10	5849	4274	9046	5627	7777	3931
OSBPL8	7168	6929	9885	5641	6517	3467
ZDHHC17	546	415	1241	602	178	484
CSRP2	4551	5352	5564	3099	4409	4517
E2F7	1402	1239	1210	925	1673	1207
NAV3	4098	9675	5847	5280	1768	3784
SYT1	327	478	1064	467	323	440
PAWR	7392	2965	8348	3778	2404	3643
PPP1R12A	312	188	194	120	148	110
OTOGL	756	1699	332	881	611	563
PTPRQ	669	390	827	259	546	808
MYF6	4697	6014	7778	7692	7229	4475
MYF5	28	8	24	25	10	8
LIN7A	1378	5361	7678	1953	3064	3699
ACSS3	831	499	604	1156	1121	1215
PPFIA2	1795	3385	902	1747	2305	891
CCDC59	8345	10313	9722	4089	6572	1587
METTL25	279	277	333	196	146	147
TMTC2	974	935	1171	971	977	639
SLC6A15	13161	10909	7815	5830	9824	8813
TSPAN19	951	960	2261	1365	930	929
LRRIQ1	15044	15104	14520	18393	8503	9863
ALX1	511	1468	291	821	1211	351
RASSF9	2895	1915	1852	583	1502	700
NTS	638	1294	724	836	1001	1082
MGAT4C	5173	10413	7424	11684	4853	15475
C12orf50	941	2750	2726	1551	1751	2695
C12orf29	1700	4535	5823	1199	2241	3338
CEP290	483	479	455	360	355	193
TMTC3	224	205	190	251	438	149
KITLG	3302	4097	3716	3994	3204	1936
DUSP6	1616	2164	2479	3084	1291	3380
POC1B	6179	8371	10405	8157	5296	5548
GALNT4	3918	2549	6417	2702	1284	2954
POC1B-GALNT4	264	384	315	286	142	138
ATP2B1	1566	823	495	673	832	470
CCER1	1559	2152	2050	2296	1393	1597
EPYC	5222	4749	1024	1940	4197	4263
KERA	2386	7487	3377	1489	2675	3727
LUM	649	322	327	957	870	690
DCN	10248	7993	8730	8266	10000	6795
BTG1	5604	3648	3217	4873	7220	4250
CLLU1OS	6925	9270	12085	7978	4374	5026
CLLU1	1262	706	1163	1514	1170	666
C12orf74	691	619	604	344	449	373
PLEKHG7	2764	6156	4183	4230	3354	4348
EEA1	3906	3398	7033	2596	3291	6906
NUDT4	2531	4665	2381	4025	609	2971
UBE2N	2613	4180	2178	1229	3698	3643
MRPL42	5477	1840	3784	2098	2562	1991
SOCS2	3403	5418	14328	7145	8047	2620
CRADD	483	1006	800	430	382	229
PLXNC1	10266	13085	6185	4233	3633	4323
CEP83	2650	2069	2801	1344	896	1518
TMCC3	1676	1877	1248	1475	1119	2570
NDUFA12	2462	989	1490	2400	1515	2870
NR2C1	2508	2550	2157	1350	1192	1246
FGD6	90	82	195	189	132	129
VEZT	1501	3089	2672	2752	1633	1590
METAP2	224	395	269	465	227	689
USP44	8215	5845	4647	2949	2687	3053
NTN4	16929	8221	16273	6947	12180	11977
SNRPF	444	339	354	286	331	42
CCDC38	3523	5876	3220	1082	3449	5183
AMDHD1	3080	1817	5381	2097	1120	2996
HAL	4422	1668	2343	3557	2317	756
LTA4H	68	153	183	94	91	280
ELK3	1529	3365	3234	1501	1720	964
CDK17	1123	4117	3563	2281	2538	1864
CFAP54	2276	2549	1170	1472	739	1112
NEDD1	4313	5664	3752	4952	6934	3671
TMPO	439	580	760	333	320	511
SLC25A3	363	261	437	357	452	164
IKBIP	4900	4165	4326	8149	4510	7769
APAF1	2209	591	680	1176	1841	1869
ANKS1B	6315	6306	3779	5036	1940	3219
FAM71C	4985	4934	6155	4019	6919	2026
UHRF1BP1L	8977	10099	9041	13477	9236	20854
ACTR6	1502	2006	2043	998	1953	1387
DEPDC4	16529	3562	7630	3387	6457	13258
SCYL2	7127	6586	7062	9497	5896	3081
SLC17A8	1473	1716	868	1279	2044	1777
NR1H4	11015	9157	12292	9549	11414	6956
GAS2L3	345	446	630	385	752	552
ANO4	1680	3193	2935	2675	3391	2433
SLC5A8	769	555	763	411	173	205
UTP20	175	175	214	71	206	54
ARL1	6043	8843	4048	4086	4154	4797
SPIC	2878	4663	7240	5018	3442	4457
MYBPC1	1011	988	683	665	950	578
CHPT1	312	340	126	202	270	202
SYCP3	2303	4299	3569	784	1533	1375
GNPTAB	1177	908	1789	1353	1248	1426
DRAM1	1488	2435	1727	1372	1005	565
CCDC53	131	144	113	50	46	121
NUP37	1115	1710	2851	1584	1711	864
AC079907.1	5234	2453	3181	1065	3366	3265
PARPBP	3713	1504	4238	1152	1156	2431
PMCH	6016	11129	4886	5930	5587	5352
IGF1	501	375	335	293	397	552
PAH	4668	6402	1447	1591	2651	2744
ASCL1	600	1203	740	711	555	580
C12orf42	6010	1224	4008	1767	2409	6538
STAB2	126	105	179	106	115	207
NT5DC3	701	1035	283	720	282	575
HSP90B1	1624	1900	2029	405	1839	818
C12orf73	2019	2878	3730	2276	2144	1398
TDG	4313	7281	5280	3696	5972	6764
GLT8D2	1740	1447	1494	820	1213	658
HCFC2	592	654	1019	393	205	452
NFYB	5018	5745	3623	2804	2725	3127
TXNRD1	35659	22194	44871	11393	23438	52769
EID3	3377	5693	2917	3665	5988	2932
CHST11	4581	2655	6125	4114	2413	3771
SLC41A2	302	303	286	275	205	377
C12orf45	2302	1923	1449	1982	1140	899
ALDH1L2	1406	1359	1928	1896	1460	1488
KIAA1033	290	501	151	145	291	151
APPL2	4310	1979	2035	3301	2624	1799
C12orf75	2864	3792	3427	3023	2965	3065
NUAK1	133	121	106	84	139	122
CKAP4	7005	2492	6537	3429	9061	7299
TCP11L2	477	360	432	669	498	485
POLR3B	490	249	396	434	99	93
RFX4	3017	1445	3089	655	1202	432
RIC8B	593	362	956	424	590	347
TMEM263	347	1489	1019	760	738	1116
MTERF2	2549	3596	4188	4072	5079	4768
CRY1	1057	2471	1574	2332	2512	2294
BTBD11	160	389	353	339	118	226
PWP1	1121	1703	2954	1482	1569	1759
PRDM4	3021	2256	1868	2482	1955	2295
ASCL4	2751	6834	5213	4986	9049	3745
WSCD2	1694	635	1734	1054	638	596
CMKLR1	1169	1101	750	770	906	1146
FICD	1545	1618	3525	3341	2324	1130
SART3	2296	3552	1661	2272	1352	2772
ISCU	7535	7350	3459	2421	4410	2733
TMEM119	878	1410	2328	1857	1521	1557
SELPLG	4175	4045	3165	3206	4709	3212
CORO1C	853	821	1138	509	1051	949
SSH1	2778	1817	1213	767	2484	1146
DAO	6425	2949	2472	4855	6628	9679
SVOP	3443	4038	2906	3658	1680	5738
USP30	3044	1647	3216	3495	2197	2241
ALKBH2	31	77	52	44	42	56
UNG	4130	5380	4915	8818	2173	3411
ACACB	2275	3683	3884	4265	2854	2929
FOXN4	2243	3613	505	1021	2032	1042
MYO1H	1246	1353	282	867	427	1494
KCTD10	1351	382	940	747	1199	789
UBE3B	97	194	69	60	90	115
MMAB	1832	1754	2861	2416	2397	2358
MVK	2486	2103	6379	4278	2487	6314
FAM222A	5481	3307	3943	4318	1657	4261
TRPV4	6329	5078	4825	4396	7598	9479
GLTP	2116	804	1119	1393	1599	633
TCHP	977	1602	556	959	2035	853
GIT2	3623	1838	2344	2403	1268	3941
ANKRD13A	1030	1116	1057	943	901	949
C12orf76	8116	7597	13364	6715	10019	9929
IFT81	16372	10288	11140	5358	9508	16129
ATP2A2	5225	6023	5027	3583	8633	6981
ANAPC7	3744	4461	5046	1950	6110	2006
ARPC3	938	927	1890	764	1357	1583
GPN3	4992	11206	8842	4555	7660	9405
FAM216A	622	307	466	406	389	316
VPS29	414	507	871	366	433	584
RAD9B	5418	9446	10562	6399	11670	4697
PPTC7	1223	1511	936	283	540	908
TCTN1	1928	3438	4041	4205	3456	3239
HVCN1	3250	2667	2542	2227	2464	2250
PPP1CC	4835	1698	4395	3473	2221	1267
CCDC63	6219	8499	5566	4022	6031	3552
MYL2	411	873	386	438	788	524
CUX2	6105	1951	3904	3268	2103	5056
FAM109A	6907	3603	7409	3090	2065	3233
SH2B3	4989	2699	3578	2517	5503	2974
ATXN2	1251	2406	2691	2236	2772	1889
BRAP	3822	2488	6383	5481	6372	2602
ACAD10	3523	4672	4976	2027	2759	2535
RP11-162P23.2	2851	971	3994	2732	3416	3989
ALDH2	2693	2873	2929	958	1908	1710
MAPKAPK5	1501	716	1176	1552	538	1262
TMEM116	3914	4422	1202	2196	3351	3154
ERP29	1113	1989	1475	1562	378	2103
NAA25	644	787	1308	1206	764	645
TRAFD1	2658	6232	2886	4054	5950	4418
HECTD4	11685	7141	9115	7861	6667	4541
RPL6	504	1030	795	1197	1086	1965
PTPN11	529	1995	2402	1506	1198	622
RPH3A	5150	5638	7864	3781	2307	4016
OAS1	290	198	288	395	229	501
OAS3	3001	1714	904	1361	1470	1961
OAS2	926	416	671	544	859	339
DTX1	3035	3511	1832	2828	1651	2730
RASAL1	8765	5548	8440	1632	6218	1536
CFAP73	3499	2443	2917	4363	3025	2576
DDX54	2334	1416	1054	2660	2722	4123
RITA1	1532	3296	4290	1664	2634	2137
IQCD	8092	4397	5789	2454	6738	7915
TPCN1	794	1235	736	652	551	1352
SLC8B1	2143	968	2758	1878	1702	1713
PLBD2	947	1973	1268	1878	892	2059
SDS	537	134	370	148	116	204
SDSL	333	144	371	53	289	232
LHX5	8255	5325	4442	4863	1237	2558
RBM19	4751	1742	3703	1374	3902	1752
TBX5	3482	3924	3164	2410	2571	4046
TBX3	2963	6101	2590	3377	3060	5436
MED13L	3794	4320	5205	7513	4298	7972
MAP1LC3B2	779	1016	432	405	364	293
C12orf49	3429	3902	3876	2067	912	2518
RNFT2	650	778	538	294	814	570
HRK	732	835	1346	870	868	468
FBXW8	1997	3490	3291	3243	2544	4958
TESC	2994	2415	4115	2488	2094	1382
FBXO21	3616	2124	3024	894	2450	3980
NOS1	7935	9012	13373	11010	9346	10664
KSR2	706	691	728	579	490	240
RFC5	9111	10674	13396	10446	7093	10050
WSB2	881	581	487	282	521	194
VSIG10	7092	6459	5452	2391	3731	5514
PEBP1	6206	9069	3956	5663	8101	7702
TAOK3	650	471	1141	716	341	364
SUDS3	599	559	456	834	632	335
SRRM4	4664	5017	2704	3395	1626	3299
HSPB8	2846	1669	2459	1262	1376	980
CCDC60	1029	1477	1340	1721	1195	867
TMEM233	822	770	722	538	556	219
PRKAB1	1793	3284	3888	3218	2405	3506
CIT	1006	1718	448	893	3217	530
AC004813.1	662	1960	914	1852	1386	671
BICDL1	659	761	785	610	409	864
RAB35	2823	2690	2271	1964	3145	3155
GCN1	694	608	713	1312	660	490
RPLP0	7420	9495	15765	10389	8185	5924
PXN	9997	9797	12217	8177	8543	14113
SIRT4	2266	1132	1365	1320	1288	1743
PLA2G1B	5524	2459	1489	2051	3490	2125
MSI1	3215	1310	1442	1409	2302	873
COX6A1	2345	1937	2920	1438	2094	4249
AL021546.6	157	335	307	230	194	156
TRIAP1	8	10	6	7	3	3
GATC	486	348	272	675	490	543
SRSF9	534	122	165	252	172	121
DYNLL1	618	430	721	554	757	765
COQ5	9913	5250	2574	4340	3268	3813
RNF10	841	588	827	563	370	556
POP5	4006	5806	5110	2504	3213	1600
CABP1	4057	2792	3422	2420	2675	3275
MLEC	3350	2004	3397	2392	3599	4209
UNC119B	1692	1583	1340	944	2703	957
ACADS	101	106	119	71	39	104
SPPL3	2637	5552	5031	5272	2215	4759
HNF1A	29	32	17	42	16	34
C12orf43	513	961	365	924	1752	1111
OASL	4886	4460	3790	4266	2097	3288
P2RX7	8661	8283	3545	4595	6432	3485
P2RX4	1324	2269	1353	2793	1151	1588
CAMKK2	341	150	235	272	117	253
ANAPC5	3437	3604	2743	1955	1668	1585
RNF34	2055	5028	3995	2601	1712	3576
KDM2B	3932	6580	7258	4832	6472	4021
ORAI1	1190	426	1429	1027	374	1464
MORN3	13935	5078	9965	6940	8509	6291
TMEM120B	399	604	709	623	727	476
RHOF	1946	1019	1950	2165	1487	3272
SETD1B	1197	764	887	569	501	383
HPD	3513	2137	3448	3763	2290	1758
PSMD9	4143	5721	3489	2262	3364	4120
RP11-87C12.2	6875	6732	6629	3340	4668	6920
WDR66	2002	2492	4539	1409	895	3027
BCL7A	11773	11314	12273	12418	11998	14896
MLXIP	3135	8573	4267	6366	4189	4583
LRRC43	6166	3978	5185	3895	5761	4318
IL31	1720	3343	4085	2911	5142	1598
B3GNT4	635	583	1014	462	1044	517
DIABLO	1080	1566	801	617	1983	1621
RP11-512M8.5	2690	2651	3469	2016	1238	1499
VPS33A	4529	2725	2006	1623	3222	561
CLIP1	810	890	2470	589	1354	783
ZCCHC8	336	442	848	391	178	472
RSRC2	944	921	650	1214	320	408
KNTC1	1321	4232	3506	1566	1823	840
HCAR2	1551	1891	3124	1295	1580	2055
HCAR3	9029	10719	6138	3438	6691	4823
HCAR1	1637	2389	1531	1891	1725	2323
DENR	1358	779	826	1089	1032	694
CCDC62	1776	3905	2943	1466	5126	3627
HIP1R	9080	16333	10305	10617	9205	6090
VPS37B	3500	1238	4832	1312	4742	3968
ABCB9	1460	563	1132	837	1343	1634
OGFOD2	1830	6012	3392	1505	3645	3338
ARL6IP4	598	432	842	490	745	438
PITPNM2	2665	4935	2030	2272	1711	1521
MPHOSPH9	86	147	181	108	222	327
C12orf65	1578	651	971	1105	633	1140
CDK2AP1	983	989	731	376	324	505
SBNO1	144	345	85	124	174	114
KMT5A	822	721	363	582	1127	493
RILPL2	1138	2308	3096	1512	1717	1206
SNRNP35	1799	2430	2108	871	2948	2125
RILPL1	6535	4815	6856	5189	5537	3332
TMED2	248	897	1412	844	743	960
DDX55	3356	1626	3235	1786	1506	3099
EIF2B1	2447	1499	1056	1226	945	844
GTF2H3	620	276	540	395	364	602
TCTN2	2873	2584	1926	1869	2169	2434
ATP6V0A2	1121	1891	619	194	763	1141
DNAH10	741	557	480	298	485	517
CCDC92	3630	1886	1537	3480	2216	5597
DNAH10OS	1929	1204	1848	2115	1413	1593
ZNF664	5454	4169	2977	3090	3794	4045
FAM101A	1493	1213	2092	833	858	1675
RP11-214K3.25	21310	7647	20703	31433	5136	12178
NCOR2	1207	1773	1022	1110	1049	653
SCARB1	5746	3761	5819	5015	2531	4278
UBC	3025	2320	4028	3462	3039	1269
DHX37	7088	3287	5640	2985	3244	4284
BRI3BP	14720	11271	17338	3990	9927	5693
AACS	4205	1654	1711	2609	665	1264
TMEM132B	120	106	47	64	79	136
RP4-809F18.1	4072	1047	2745	4691	2660	1984
TMEM132C	1836	4498	4480	3135	2394	2857
SLC15A4	986	1303	860	1058	1559	865
GLT1D1	3669	5056	4398	3178	4088	740
TMEM132D	3440	4174	2429	6117	2165	4792
FZD10	10732	12000	5133	4921	6254	7811
PIWIL1	1746	1090	1115	887	1284	1207
RIMBP2	5765	6122	2603	3777	2444	2592
STX2	4695	6548	7965	3071	2565	3369
RAN	3540	2556	1537	3138	1947	2734
ADGRD1	1394	2218	595	1187	1680	750
SFSWAP	1584	2173	1473	853	1017	1633
MMP17	346	558	692	672	366	346
ULK1	3337	4793	6126	7204	8424	8046
PUS1	2418	2418	2295	1821	1962	2191
EP400	7463	3492	4479	6033	5463	3883
EP400NL	3502	5398	5101	4282	4891	2181
DDX51	822	497	492	319	304	425
NOC4L	4902	2797	3814	2278	1124	1826
GALNT9	871	1269	1344	829	1733	899
FBRSL1	15544	5600	6920	20687	20544	7621
LRCOL1	973	1722	2534	1795	1889	794
P2RX2	219	287	215	465	313	193
POLE	2827	1783	1849	1317	2247	786
PXMP2	23642	12126	25301	11428	20841	12095
RP13-672B3.2	17853	4236	7034	5702	5046	5974
PGAM5	374	555	519	296	504	441
ANKLE2	288	592	328	139	290	305
GOLGA3	17561	19369	17918	13511	18624	6446
AC127070.1	482	551	264	487	349	363
CHFR	459	1935	1098	850	1225	630
ZNF605	5331	5903	2789	2335	4572	3655
ZNF26	988	766	1208	679	768	972
ZNF84	771	869	1442	875	389	606
ZNF140	4993	2998	7346	1810	2160	2222
ZNF891	2710	1195	1519	554	1133	1736
ZNF10	4442	4688	4688	3356	3278	3737
CTD-2140B24.4	4957	2192	2011	1907	1454	1833
ZNF268	4651	2720	6173	2054	2004	1428
ANHX	9776	9863	9974	9146	8728	2206
AL356585.1	2170	1800	2120	1234	462	1451
TUBA3C	2015	2696	3018	2338	3205	1720
TPTE2	4596	5146	2323	3143	4257	2446
MPHOSPH8	12981	9776	9152	6760	8617	7339
PSPC1	1497	8015	3480	4162	5628	5923
ZMYM5	232	358	193	245	375	248
ZMYM2	311	342	435	206	110	209
GJA3	5063	4057	9347	3812	1537	6711
GJB2	2679	4717	2130	1652	2147	3950
GJB6	2416	1953	2257	1789	3582	1274
CRYL1	192	192	153	165	182	104
IFT88	1657	2464	1400	1589	1103	795
IL17D	28538	6175	25336	9646	6702	6793
EEF1AKMT1	605	681	315	154	319	351
XPO4	4148	1871	2269	3408	1447	2269
LATS2	1389	861	1844	1301	464	1092
SAP18	2736	4102	2670	3847	3341	2498
SKA3	376	470	381	171	573	144
MRPL57	527	1246	679	337	341	466
ZDHHC20	3466	3145	3193	2569	2590	3938
MICU2	3750	2072	1396	1996	806	2367
FGF9	2284	2898	906	2085	1759	2493
AL354828.1	149	252	312	297	440	190
AL354828.2	9736	7777	16175	7078	12383	14480
SGCG	9150	6770	8980	13297	6126	9602
SACS	509	641	705	331	575	473
TNFRSF19	847	831	1267	1016	819	717
MIPEP	970	1039	2358	922	419	1055
C1QTNF9B	5108	13297	5163	23476	9784	4418
RP11-307N16.6	1936	1095	1668	3556	1385	1603
SPATA13	1493	1730	748	1768	608	1171
C1QTNF9	4944	1274	2887	2590	3674	2227
C1QTNF9B-AS1	4930	7562	7296	6863	3794	3787
PARP4	4963	2345	2312	1470	1450	1131
ATP12A	7252	4427	8609	4958	6589	8549
RNF17	348	390	270	277	249	557
CENPJ	550	964	825	616	1329	614
PABPC3	2727	1525	2349	1690	3034	1728
AMER2	54	48	82	41	104	97
MTMR6	544	1006	420	868	642	324
NUP58	2155	2992	2051	3953	2464	4238
ATP8A2	335	563	413	345	290	334
SHISA2	1313	2526	931	2195	3392	1990
RNF6	16	9	10	27	14	26
CDK8	293	282	382	124	83	501
WASF3	401	599	766	338	521	329
GPR12	2564	2562	1970	1604	1205	2431
USP12	2699	4497	1934	1781	2006	2390
RPL21	3890	1468	1297	2227	1265	1464
RASL11A	59	81	36	105	85	34
GTF3A	6385	4649	2376	7316	3544	5067
MTIF3	878	1663	1344	844	1080	1703
LNX2	336	382	314	217	382	172
POLR1D	1287	845	1707	1047	492	762
GSX1	8938	7266	8784	5350	9029	7853
PDX1	1276	1845	2981	2806	1888	3362
ATP5EP2	2285	3004	1593	2122	843	1685
CDX2	666	752	743	1122	979	349
URAD	917	1617	1488	845	988	973
FLT3	1452	783	1771	1501	1467	2295
PAN3	1543	557	1607	1056	1544	860
FLT1	768	589	1727	689	1011	423
POMP	737	993	379	795	300	300
SLC46A3	2342	1970	1989	2151	1590	1674
MTUS2	12705	6108	8594	4421	3378	2487
SLC7A1	275	308	210	203	277	344
UBL3	14754	19937	17974	13144	17774	6606
KATNAL1	5783	3774	6182	4626	2158	4169
UBE2L5P	1033	1933	1076	1006	735	1151
HMGB1	7093	3539	3281	1417	1551	4024
USPL1	189	115	142	150	174	261
ALOX5AP	444	788	521	588	728	302
MEDAG	1336	2285	2360	1530	1430	1658
TEX26	5187	5966	3097	2995	3798	3849
HSPH1	1302	1351	1477	1069	1308	965
B3GLCT	10032	8745	5214	5451	9555	6793
RXFP2	4162	3091	2133	2129	2576	1771
FRY	1186	831	1167	910	812	637
ZAR1L	404	513	528	208	523	120
BRCA2	512	539	734	519	635	304
N4BP2L1	2198	1579	1786	1883	1106	1446
N4BP2L2	950	2160	4562	1732	1876	2123
PDS5B	385	2416	833	818	492	1473
KL	295	401	300	281	389	213
STARD13	3249	5208	3855	3786	3791	5334
RFC3	1738	1391	1648	2221	1377	2189
NBEA	1033	917	1336	782	469	1873
MAB21L1	1543	1015	1143	711	1083	1231
DCLK1	930	716	1375	563	796	344
SOHLH2	2962	1221	3781	4230	1917	2443
CCDC169-SOHLH2	4012	4525	5426	1842	3356	5425
CCDC169	8168	4086	12074	3459	2566	3401
SPG20	2617	2914	2549	2184	1059	3748
CCNA1	258	414	711	818	395	1216
SERTM1	137	20	119	119	163	56
RFXAP	692	602	667	392	290	256
SMAD9	16166	5387	12528	4672	17853	3747
ALG5	4692	6499	4197	4517	2896	3320
EXOSC8	3270	4829	3084	2259	4188	1962
SUPT20H	1094	763	1244	1477	1389	1395
AL138706.1	9872	4247	6854	6454	1830	8385
CSNK1A1L	4247	3105	3071	3285	3343	2879
POSTN	4495	3473	4182	2579	4371	4407
TRPC4	675	296	718	524	309	463
UFM1	8054	10995	8241	7156	13630	15896
FREM2	1932	1300	1807	716	1439	1421
STOML3	4089	3410	1879	3049	3227	1670
PROSER1	120	228	199	140	100	56
NHLRC3	4605	4756	5447	2962	6189	2901
LHFP	308	379	409	393	286	834
COG6	1025	1914	2149	1687	1534	1620
FOXO1	2091	1144	1950	1108	1181	2581
MRPS31	1925	1485	1597	1521	1810	1122
SLC25A15	2164	2366	1563	1965	1682	2025
ELF1	4875	2722	2993	2092	1293	1689
WBP4	222	206	283	225	195	280
KBTBD6	987	1739	1129	671	1068	795
KBTBD7	2527	5145	2333	2538	2310	2275
MTRF1	1829	752	1759	1131	1240	1123
NAA16	2524	3324	5392	1432	2822	2350
RGCC	652	646	178	309	467	402
VWA8	675	1712	670	1141	1976	945
DGKH	137	439	159	317	234	223
AKAP11	40	57	24	54	15	7
TNFSF11	1347	1922	1958	2502	1731	1842
FAM216B	3096	2503	2730	2015	1428	1484
EPSTI1	2327	1172	991	1046	1798	3490
DNAJC15	3874	8729	4294	8445	5721	6838
ENOX1	139	201	91	133	170	105
CCDC122	3790	5364	3725	4029	4197	2226
LACC1	6060	3892	4455	3653	3059	5976
RP11-65B7.2	2910	1599	471	525	951	753
SMIM2	1587	855	2275	1835	1714	2289
SERP2	2025	2063	2436	3124	2702	3360
TSC22D1	16410	19266	9469	9621	4020	7405
NUFIP1	2958	5151	4033	4464	2522	1256
GPALPP1	6358	4928	4438	7245	5295	6855
GTF2F2	198	145	386	160	187	163
KCTD4	168	109	68	60	144	75
TPT1	2676	5004	3489	974	1246	3176
SLC25A30	117	638	520	253	485	802
COG3	255	119	199	290	113	253
ERICH6B	1322	1331	2901	1475	1358	1122
SPERT	653	214	302	589	216	165
SIAH3	8799	5507	2911	4897	7130	4477
ZC3H13	1124	5067	8041	2094	2232	1707
CPB2	10284	20752	12998	14329	7263	7985
LCP1	2288	3704	4617	1900	4700	6337
LRRC63	11356	5281	7908	5417	10704	12286
KIAA0226L	459	271	133	315	413	181
LRCH1	1423	633	794	699	748	593
ESD	216	143	97	125	162	178
HTR2A	800	552	573	562	350	294
SUCLA2	2162	2897	4007	1579	7067	4279
NUDT15	1355	2662	1494	1038	1349	2023
MED4	2798	1946	775	2369	1713	958
ITM2B	706	3803	2743	2118	2375	1248
RB1	658	1018	1103	1574	972	650
LPAR6	314	597	121	210	424	423
RCBTB2	2467	10453	9182	10345	8503	4977
